MOULTRIE GA 1620              ,720 1ST AVENUE SE             ,MOULTRIE            ,GA,31768-4865,31.1784501,-83.7798232
LEXINGTON SC 1621             ,1853 SOUTH LAKE DRIVE         ,LEXINGTON           ,SC,29073-7759,33.9167,-81.2282
ABERDEEN MS 1622              ,708 SOUTH CHESTNUT STREET     ,ABERDEEN            ,MS,39730-3304,33.81588667,-88.54212696
PENSACOLA FL 1623             ,4970 MOBILE HIGHWAY           ,PENSACOLA           ,FL,32506-3230,30.4444241,-87.2855744
SAN ANTONIO TX 1624           ,6720 FM 78                    ,SAN ANTONIO         ,TX,78244-1358,29.4446207,-98.5302616
GREENVILLE SC 1625            ,1909 LAURENS ROAD             ,GREENVILLE          ,SC,29607-2912,34.83891735,-82.35663571
MOLINE IL 1626                ,106 19TH AVENUE SUITE 100     ,MOLINE              ,IL,61265-3700,41.4932,-90.53718
WHITE HOUSE TN 1627           ,445 HIGHWAY 76                ,WHITE HOUSE         ,TN,37188-9202,36.44559463,-86.67305403
CAYCE SC 1628                 ,1701 AIRPORT BOULEVARD        ,CAYCE               ,SC,29033-1805,33.9659,-81.0827
VALDOSTA GA 1629              ,2612 BEMISS ROAD              ,VALDOSTA            ,GA,31602-1402,30.8601886,-83.281163
ROCK HILL SC 1630             ,1345 PINEWOOD RD              ,ROCK HILL           ,SC,29730-4830,34.9183109,-80.9976284
MCRAE GA 1631                 ,98 WEST OAK STREET            ,MCRAE               ,GA,31055-4332,32.0691039,-82.9095671
DALLAS TX 1632                ,3046 FOREST LANE STE A        ,DALLAS              ,TX,75234-7875,32.9088827,-96.8749316
OZARK MO 1633                 ,1249 WEST STATE HWY NN        ,OZARK               ,MO,65721-5257,36.9828,-93.2092
HOUSE SPRINGS MO 1634         ,1 WALTERS PLACE               ,HOUSE SPRINGS       ,MO,63051-1389,38.7713,-90.5299
SLIDELL LA 1635               ,3211 PONTCHARTRAIN DRIVE      ,SLIDELL             ,LA,70458-4645,30.26042324,-89.7865
HICKORY NC 1636               ,2430 SPRINGS ROAD NE          ,HICKORY             ,NC,28601-3068,35.7521556,-81.2856909
WILLIS TX 1637                ,12275 HIGHWAY 75 NORTH        ,WILLIS              ,TX,77378-5749,30.41728483,-95.47752736
SALEM IL 1638                 ,1309 WEST MAIN STREET         ,SALEM               ,IL,62881-3801,38.6276,-88.93443912
BIRMINGHAM AL 1639            ,260 GADSDEN HIGHWAY           ,BIRMINGHAM          ,AL,35235-1006,33.58789477,-86.69603723
INDIANAPOLIS IN 1640          ,7155 MADISON AVENUE           ,INDIANAPOLIS        ,IN,46227-5205,39.66343822,-86.12625073
LAKE VILLAGE AR 1641          ,633 SOUTH HIGHWAY 65/82       ,LAKE VILLAGE        ,AR,71653-1312,33.3434,-91.2518
COOKEVILLE TN 1642            ,950 EAST 10TH STREET          ,COOKEVILLE          ,TN,38501-1906,36.1762918,-85.4838654
ST LOUIS MO 1643              ,10622 BAPTIST CHURCH ROAD     ,ST LOUIS            ,MO,63128-1305,38.5233677,-90.3609328
FULTONDALE AL 1644            ,301 WALKER CHAPEL PLAZA       ,FULTONDALE          ,AL,35068-3400,33.6112,-86.7979
OPP AL 1645                   ,600 FLORALA HIGHWAY           ,OPP                 ,AL,36467-3356,31.2693,-86.2489
ELLISVILLE MO 1646            ,15360 MANCHESTER ROAD         ,ELLISVILLE          ,MO,63011-3052,38.5922425,-90.5610214
BRAINERD MN 1647              ,901 W WASHINGTON STREET       ,BRAINERD            ,MN,56401-2939,46.356,-94.2223
EAU CLAIRE WI 1648            ,1417 SOUTH HASTINGS WAY       ,EAU CLAIRE          ,WI,54701-4467,44.80355356,-91.47036006
MENOMONIE WI 1649             ,1329 NORTH BROADWAY           ,MENOMONIE           ,WI,54751-4705,44.89809512,-91.93214207
PROGRESO TX 1651              ,707 WEST HIGHWAY 281          ,PROGRESO            ,TX,78579-2029,26.16059252,-98.0559615
REFUGIO TX 1652               ,109 SOUTH ALAMO STREET        ,REFUGIO             ,TX,78377-2301,28.3029,-97.2756
TUCKER GA 1653                ,3619 LAWRENCEVILLE HWY        ,TUCKER              ,GA,30084-5814,33.84402828,-84.23158888
RIPLEY TN 1654                ,443 ROBESON STREET            ,RIPLEY              ,TN,38063-1270,35.76209029,-89.54892846
IRMO SC 1655                  ,7571 ST ANDREWS ROAD          ,IRMO                ,SC,29063-2806,34.0895,-81.1855
COLUMBIA SC 1656              ,2658 TWO NOTCH ROAD           ,COLUMBIA            ,SC,29204-1432,34.03060096,-81.00741757
ASHBURN GA 1657               ,445 EAST WASHINGTON ST        ,ASHBURN             ,GA,31714-5305,31.7032878,-83.65990928
ANDERSON IN 1658              ,1512 RAIBLE AVENUE            ,ANDERSON            ,IN,46011-3345,40.1005914,-85.7105794
SAN ANTONIO TX 1659           ,6102 WALZEM ROAD              ,SAN ANTONIO         ,TX,78239-3227,29.5077288,-98.3702019
ARLINGTON TX 1660             ,1511 NEW YORK AVENUE          ,ARLINGTON           ,TX,76010-4723,32.6983654,-97.3167603
KANSAS CITY MO 1661           ,4235 NORTH OAK TRAFFICWAY     ,KANSAS CITY         ,MO,64116-4542,39.1842,-94.5766
MILLEDGEVILLE GA 1662         ,1681 NORTH COLUMBIA ST        ,MILLEDGEVILLE       ,GA,31061-2312,33.09755683,-83.24422732
MILTON FL 1663                ,6572 CAROLINE STREET          ,MILTON              ,FL,32570-4778,30.61975936,-87.04914064
COLUMBIA SC 1664              ,3401 BROAD RIVER ROAD         ,COLUMBIA            ,SC,29210-5428,34.05414627,-81.10992911
PARIS TN 1665                 ,903 MINERAL WELLS AVENUE      ,PARIS               ,TN,38242-4901,36.2922,-88.31669796
COLUMBIA SC 1666              ,7736 GARNERS FERRY ROAD       ,COLUMBIA            ,SC,29209-3864,33.957,-80.9324
SWAINSBORO GA 1667            ,508 SOUTH MAIN STREET         ,SWAINSBORO          ,GA,30401-4800,32.58732596,-82.32513115
ATTALLA AL 1668               ,723 GILBERT FERRY RD SE       ,ATTALLA             ,AL,35954-3336,33.99665262,-86.09836491
MCALLEN TX 1669               ,1820 NORTH 10TH STREET        ,MCALLEN             ,TX,78501-4105,26.22016282,-98.22698348
SCOTTSBORO AL 1670            ,1510 SOUTH BROAD STREET       ,SCOTTSBORO          ,AL,35768-2609,34.6059,-86.0734
MCALLEN TX 1671               ,7312 NORTH 23RD STREET        ,MCALLEN             ,TX,78504-6043,26.2685,-98.2347
SALEM IN 1672                 ,1106 WEST MULBERRY STREET     ,SALEM               ,IN,47167-1530,38.6097,-86.115379
HARTFORD CITY IN 1673         ,1308 NORTH WALNUT STREET      ,HARTFORD CITY       ,IN,47348-1340,40.46213469,-85.3699
ATLANTA GA 1674               ,1175 RALPH D ABERNATHY SW     ,ATLANTA             ,GA,30310-1757,33.7266,-84.426
CONNERSVILLE IN 1675          ,2041 PARK ROAD                ,CONNERSVILLE        ,IN,47331-2956,39.6629,-85.1291
BYRAM MS 1676                 ,7365 SIWELL ROAD              ,BYRAM               ,MS,39272-8741,32.188644,-90.2655886
MAGEE MS 1677                 ,1567 SIMPSON HIGHWAY 49       ,MAGEE               ,MS,39111-4209,31.8667554,-89.7407082
VIDALIA GA 1678               ,1901 EAST 1ST STREET          ,VIDALIA             ,GA,30474-8804,32.2093221,-82.3871961
CHARLESTOWN IN 1679           ,9451 COUNTY ROAD 403          ,CHARLESTOWN         ,IN,47111-8946,38.4664,-85.6324
COLUMBIA MS 1680              ,752 HIGHWAY 98 BYPASS         ,COLUMBIA            ,MS,39429-8299,31.23938436,-89.8174728
TOCCOA GA 1681                ,1521 BIG A ROAD               ,TOCCOA              ,GA,30577-6032,34.56712766,-83.30208282
HOUSTON TX 1682               ,2655 TIDWELL ROAD             ,HOUSTON             ,TX,77093-6736,29.8484282,-95.3449041
WYLIE TX 1683                 ,621 SOUTH HIGHWAY 78          ,WYLIE               ,TX,75098-4002,32.9855993,-96.5799745
OLIVE BRANCH MS 1684          ,6155 GOODMAN ROAD             ,OLIVE BRANCH        ,MS,38654-9710,34.962,-89.881
INDIANAPOLIS IN 1685          ,2915 MADISON AVENUE           ,INDIANAPOLIS        ,IN,46225-2407,39.72398944,-86.15082111
INDIANAPOLIS IN 1686          ,3715 EAST WASHINGTON ST       ,INDIANAPOLIS        ,IN,46201-4425,39.76891463,-86.1035454
CORPUS CHRISTI TX 1687        ,1501 WALDRON ROAD             ,CORPUS CHRISTI      ,TX,78418-4496,27.6579,-97.289
GALLATIN TN 1688              ,1209 SOUTH WATER AVENUE       ,GALLATIN            ,TN,37066-3945,36.36343355,-86.43998671
ARNOLD MO 1689                ,1233 JEFFCO BOULEVARD         ,ARNOLD              ,MO,63010-2137,38.43720299,-90.37424851
TEXAS CITY TX 1690            ,5510 FM 1765                  ,TEXAS CITY          ,TX,77591-4255,29.379,-94.9672
SOMERVILLE TN 1691            ,17455 HIGHWAY 64              ,SOMERVILLE          ,TN,38068-6191,35.2515,-89.3511
THAYER MO 1692                ,106 HOLMES ROAD               ,THAYER              ,MO,65791-9777,36.51356571,-91.53567048
BARTONVILLE IL 1693           ,1003 WEST GARFIELD            ,BARTONVILLE         ,IL,61607-1850,40.6446,-89.6801
MOUNTAIN CITY TN 1694         ,101 VILLAGE SQUARE LN         ,MOUNTAIN CITY       ,TN,37683-2155,36.4547,-81.822
JONESBORO GA 1695             ,6623 TARA BOULEVARD           ,JONESBORO           ,GA,30236-1229,33.57238596,-84.3717
DAPHNE AL 1696                ,1808 US HIGHWAY 98            ,DAPHNE              ,AL,36526-4281,30.4945473,-87.9265437
NEW ALBANY IN 1697            ,2124 SPRING STREET            ,NEW ALBANY          ,IN,47150-1565,38.296598,-85.79961461
DICKSON TN 1698               ,534 HIGHWAY 46 SOUTH          ,DICKSON             ,TN,37055-2526,36.23619463,-87.54520089
TARRANT AL 1699               ,1250 PINSON VALLEY PKWY       ,TARRANT             ,AL,35217-2321,33.58113052,-86.77636948
ARLINGTON TX 1700             ,5521 NEW YORK AVENUE          ,ARLINGTON           ,TX,76018-1801,32.6570254,-97.0765019
EDINBURG TX 1701              ,1502 SOUTH MCCOLL ROAD        ,EDINBURG            ,TX,78539-8832,26.29233338,-98.19657083
LAREDO TX 1702                ,9109 MCPHERSON RD UNIT 10     ,LAREDO              ,TX,78045-6554,27.5901,-99.478
MONTGOMERY AL 1703            ,2926 HIGHLAND AVENUE          ,MONTGOMERY          ,AL,36107-2827,32.3721397,-86.27023
LAMESA TX 1704                ,1909 LUBBOCK HIGHWAY          ,LAMESA              ,TX,79331-3338,32.75083018,-101.9509698
INDIANAPOLIS IN 1705          ,7250 PENDLETON PIKE           ,INDIANAPOLIS        ,IN,46226-5166,39.82988826,-86.04111966
MITCHELL IN 1706              ,1550 WILKENS WAY              ,MITCHELL            ,IN,47446-7557,38.7472,-86.5181
AUSTIN TX 1707                ,5520 NORTH LAMAR BLVD         ,AUSTIN              ,TX,78751-1016,30.3241145,-97.7280137
CENTRAL CITY KY 1708          ,202 SOUTH 2ND STREET          ,CENTRAL CITY        ,KY,42330-1636,37.2921,-87.1223
BRINKLEY AR 1709              ,1002 NORTH MAIN EXTENDED      ,BRINKLEY            ,AR,72021-2308,34.8455,-91.2175
MARIETTA GA 1710              ,3280 CANTON ROAD              ,MARIETTA            ,GA,30066-3858,34.0314,-84.5276
SAVANNAH GA 1711              ,4222 SOUTH WATERS AVENUE      ,SAVANNAH            ,GA,31404-6214,32.03646941,-81.08993271
MT CARMEL TN 1712             ,106 KAYWOOD AVENUE            ,MT CARMEL           ,TN,37645-3926,36.54954575,-82.6409
MONMOUTH IL 1713              ,1004 NORTH MAIN STREET        ,MONMOUTH            ,IL,61462-1207,40.92207826,-90.6482
PRATT KS 1714                 ,1596 EAST 1ST STREET          ,PRATT               ,KS,67124-2068,37.646,-98.71956667
MCDONOUGH GA 1715             ,250 RACETRACK ROAD            ,MCDONOUGH           ,GA,30252-6833,33.4308,-84.13764063
TUSCUMBIA AL 1716             ,1307 WOODMONT DRIVE           ,TUSCUMBIA           ,AL,35674-4201,34.71862789,-87.69628349
BOWLING GREEN MO 1717         ,115 BUSINESS HWY 61 SOUTH     ,BOWLING GREEN       ,MO,63334-1975,39.2976,-91.1883
DALLAS TX 1718                ,7028 GREENVILLE AVENUE        ,DALLAS              ,TX,75231-5117,32.8737797,-96.7622363
BUFORD GA 1719                ,2786 HAMILTON MILL ROAD       ,BUFORD              ,GA,30519-4107,34.08160406,-83.92401021
NASHVILLE TN 1720             ,2706 NOLENSVILLE PIKE         ,NASHVILLE           ,TN,37211-2219,36.11457376,-86.74686327
LOUISVILLE KY 1721            ,5213 DIXIE HIGHWAY            ,LOUISVILLE          ,KY,40216-1758,38.1634982,-85.8304198
SAN JUAN TX 1722              ,511 SOUTH I ROAD              ,SAN JUAN            ,TX,78589-3220,26.19178746,-98.1677
ANDOVER KS 1723               ,253 NORTH ANDOVER ROAD        ,ANDOVER             ,KS,67002-9786,37.68962352,-97.1354
FORT VALLEY GA 1724           ,401 VINEVILLE STREET          ,FORT VALLEY         ,GA,31030-4180,32.559,-83.88890968
ROME GA 1725                  ,3235 MARTHA BERRY HWY NW      ,ROME                ,GA,30165-8654,34.3029,-85.2691
MADISON FL 1726               ,667 EAST BASE STREET          ,MADISON             ,FL,32340-2705,30.4691,-83.40570259
LOUISVILLE KY 1727            ,8316 PRESTON HIGHWAY          ,LOUISVILLE          ,KY,40219-5310,38.1308291,-85.6832329
ALEXANDRIA MN 1728            ,1804 BROADWAY ST STE110       ,ALEXANDRIA          ,MN,56308-2786,45.8784,-95.3861
GENTRY AR 1729                ,300 SOUTH GENTRY BLVD         ,GENTRY              ,AR,72734-8240,36.2646382,-94.48070384
KNOXVILLE TN 1730             ,7601 NORMAN JACK LANE         ,KNOXVILLE           ,TN,37938-4644,36.0553,-83.9876
MARTINEZ GA 1731              ,3874 WASHINGTON ROAD          ,MARTINEZ            ,GA,30907-2374,33.5108,-82.09467475
EASTLAND TX 1732              ,1405 E MAIN ST SUITE 180      ,EASTLAND            ,TX,76448-3051,32.40113292,-98.79013292
EAST ST LOUIS IL 1733         ,2614 STATE STREET             ,EAST ST LOUIS       ,IL,62205-2325,38.61548333,-90.12599583
MARTINSVILLE IN 1734          ,730 MORTON AVENUE             ,MARTINSVILLE        ,IN,46151-3023,39.41832674,-86.4302561
QUINCY FL 1735                ,1741 WEST JEFFERSON ST        ,QUINCY              ,FL,32351-2135,30.58532058,-84.59877517
HOUSTON TX 1736               ,13555 BISSONNET ST            ,HOUSTON             ,TX,77083-6278,29.6803967,-95.6132265
BLUFFTON IN 1737              ,745 NORTH MAIN STREET         ,BLUFFTON            ,IN,46714-1313,40.74247323,-85.1713
SPRINGDALE OH 1738            ,409 WEST KEMPER               ,SPRINGDALE          ,OH,45246-3001,39.2283,-84.5499
LAKEVILLE MN 1739             ,16075 BUCK HILL ROAD          ,LAKEVILLE           ,MN,55044-6438,44.7174258,-93.286851
NORTH VERNON IN 1740          ,2160 N STATE HIGHWAY 3        ,NORTH VERNON        ,IN,47265-7481,38.93563911,-85.8902
HAZEL GREEN AL 1741           ,14187 HWY 231/431 NORTH       ,HAZEL GREEN         ,AL,35750-8653,34.9562,-86.5895
CHESTER SC 1742               ,1749 JA COCHRAN BYPASS        ,CHESTER             ,SC,29706-2698,34.7156,-81.2345
ATLANTA GA 1743               ,3050 MLK JR DR SW STE C2      ,ATLANTA             ,GA,30311-1500,33.75212588,-84.48671508
MEMPHIS TN 1744               ,2049 FRAYSER BOULEVARD        ,MEMPHIS             ,TN,38127-5610,35.2169082,-89.9955586
AMERICUS GA 1745              ,912 EAST LAMAR                ,AMERICUS            ,GA,31709-3741,32.03227878,-84.12367267
JASPER AL 1746                ,2321 HIGHWAY 78 EAST          ,JASPER              ,AL,35501-4051,33.87376825,-87.22848928
ANDERSON IN 1747              ,1019 S SCATTERFIELD ROAD      ,ANDERSON            ,IN,46012-4234,40.0960255,-85.656663
SEYMOUR IN 1748               ,1111 EAST TIPTON              ,SEYMOUR             ,IN,47274-3529,39.2287,-85.91327755
ST MICHAEL MN 1749            ,301 CENTRAL AVENUE EAST       ,ST MICHAEL          ,MN,55376-9562,45.2101,-93.6589
INDIANAPOLIS IN 1750          ,8819 EAST WASHINGTON ST       ,INDIANAPOLIS        ,IN,46219-6827,39.77354544,-86.0125117
BILLINGS MT 1751              ,1400 GRAND AVENUE STE 100     ,BILLINGS            ,MT,59102-3110,45.7834463,-108.5520615
KINGSPORT TN 1752             ,1532 EAST STONE DRIVE         ,KINGSPORT           ,TN,37660-4133,36.54882715,-82.52144054
FORT WORTH TX 1753            ,9628 WHITE SETTLEMENT RD      ,FORT WORTH          ,TX,76108-4412,32.7627159,-97.4849952
BEAVER DAM KY 1754            ,1470 NORTH MAIN STREET        ,BEAVER DAM          ,KY,42320-8958,37.4146,-86.8775
STURGIS SD 1755               ,2415 LAZELLE STREET STE B     ,STURGIS             ,SD,57785-3211,44.4169,-103.5261
ROSEVILLE MN 1756             ,1887 RICE STREET              ,ROSEVILLE           ,MN,55113-6803,44.99814,-93.1061
LEBANON IN 1757               ,700 WEST SOUTH STREET         ,LEBANON             ,IN,46052-2354,40.0466,-86.4744
CHAPEL HILL TN 1758           ,139 SOUTH HORTON PARKWAY      ,CHAPEL HILL         ,TN,37034-3139,35.62444934,-86.6939
RESERVE LA 1759               ,3919 W AIRLINE HWY STE E      ,RESERVE             ,LA,70084-5807,30.0753924,-90.6448245
HONEA PATH SC 1760            ,305 EAST GREER STREET         ,HONEA PATH          ,SC,29654-1818,34.4466516,-82.3891859
OAK GROVE MO 1761             ,704 SOUTH BROADWAY STREET     ,OAK GROVE           ,MO,64075-8102,39.00920244,-94.129
LOOGOOTEE IN 1762             ,101 PINE STREET               ,LOOGOOTEE           ,IN,47553-2442,38.67254778,-86.91442985
WENTZVILLE MO 1763            ,1906 WENTZVILLE PKWY          ,WENTZVILLE          ,MO,63385-3453,38.81697881,-90.87703584
ORANGEBURG SC 1764            ,835 JOHN C CALHOUN DRIVE      ,ORANGEBURG          ,SC,29115-6081,33.48959026,-80.85826704
JASPER GA 1765                ,15 INTERSTATE DRIVE NORTH     ,JASPER              ,GA,30143-6868,34.4752,-84.4668
BISMARCK ND 1766              ,1307 INTERCHANGE AVENUE       ,BISMARCK            ,ND,58501-2076,46.8291613,-100.7719992
INVERGROVEHEIGHTS MN 1767     ,6582 CAHILL AVENUE            ,INVER GROVE HEIGHTS ,MN,55076-2021,44.8536938,-93.0439938
BAINBRIDGE GA 1768            ,1419 TALLAHASSEE HIGHWAY      ,BAINBRIDGE          ,GA,39819-7705,30.8151,-84.5196
FARGO ND 1769                 ,1570 32ND AVENUE SOUTH        ,FARGO               ,ND,58103-5906,46.8417983,-96.772672
GODDARD KS 1770               ,20370 WEST KELLOGG DRIVE      ,GODDARD             ,KS,67052-9500,37.6645,-97.5713
EAGLE PASS TX 1771            ,2287 DEL RIO BOULEVARD        ,EAGLE PASS          ,TX,78852-3579,28.73472219,-100.4958256
SAN ANTONIO TX 1772           ,2337 NW MILITARY HIGHWAY      ,SAN ANTONIO         ,TX,78231-2502,29.5427584,-98.5274704
EDEN NC 1773                  ,239 WEST KINGS HIGHWAY        ,EDEN                ,NC,27288-5009,36.4925,-79.7457
EAU CLAIRE WI 1774            ,2434 MERCANTILE DRIVE         ,EAU CLAIRE          ,WI,54703-2410,44.82433184,-91.54490768
GREENBRIER TN 1775            ,2267 HIGHWAY 41 SOUTH         ,GREENBRIER          ,TN,37073-4536,36.49149886,-86.89007418
JERSEYVILLE IL 1776           ,910 SOUTH STATE STREET        ,JERSEYVILLE         ,IL,62052-2345,39.1105035,-90.3202415
FLORENCE SC 1777              ,102 WEST CAUDLE               ,FLORENCE            ,SC,29505-3404,34.1596,-79.7679
HOHENWALD TN 1778             ,497 EAST MAIN STREET          ,HOHENWALD           ,TN,38462-2005,35.55277803,-87.53912393
MINDEN LA 1779                ,1001 HOMER ROAD               ,MINDEN              ,LA,71055-3025,32.6229,-93.2616
HINESVILLE GA 1780            ,842 ELMA G MILES PARKWAY      ,HINESVILLE          ,GA,31313-4554,31.8294,-81.6167
ST LOUIS MO 1781              ,4318 NATURAL BRIDGE ROAD      ,ST LOUIS            ,MO,63115-2846,38.7574003,-90.4313942
MAGNOLIA TX 1782              ,7119 FM 1488                  ,MAGNOLIA            ,TX,77354-4778,30.2183,-95.6443
HARLINGEN TX 1783             ,2222 WEST LOOP 499            ,HARLINGEN           ,TX,78550-3551,26.2555,-97.6675
LIBERTY SC 1784               ,313 WEST MAIN STREET          ,LIBERTY             ,SC,29657-1021,34.78712471,-82.69802816
MARRERO LA 1785               ,3551 AMES BOULEVARD           ,MARRERO             ,LA,70072-5633,29.8542893,-90.1088903
SPRINGFIELD KY 1786           ,807 BARDSTOWN ROAD            ,SPRINGFIELD         ,KY,40069-1509,37.69170238,-85.2367309
LUBBOCK TX 1787               ,6208 82ND STREET              ,LUBBOCK             ,TX,79424-3691,33.5202451,-101.9522553
NEW ORLEANS LA 1788           ,3510 HOLIDAY DRIVE            ,NEW ORLEANS         ,LA,70114-8229,29.9194127,-90.0157935
DESLOGE MO 1789               ,1129 NORTH DESLOGE DRIVE      ,DESLOGE             ,MO,63601-2936,37.87994269,-90.51972925
LOUISVILLE MS 1790            ,2055 S CHURCH AVE             ,LOUISVILLE          ,MS,39339-3102,33.0894,-89.062
SOUTHAVEN MS 1791             ,1560 GOODMAN ROAD EAST        ,SOUTHAVEN           ,MS,38671-5149,34.9630682,-89.9621284
LINTON IN 1792                ,1255 A STREET NE              ,LINTON              ,IN,47441-1601,39.0367845,-87.15124498
PADUCAH KY 1793               ,2910 LONE OAK ROAD            ,PADUCAH             ,KY,42003-8029,37.0376686,-88.662416
BROWNSBURG IN 1794            ,555 NORTHFIELD DRIVE          ,BROWNSBURG          ,IN,46112-2111,39.85819816,-86.40845647
GIDDINGS TX 1795              ,1942 EAST AUSTIN STREET       ,GIDDINGS            ,TX,78942-3624,30.1795227,-96.918746
SALISBURY NC 1796             ,2204 S MAIN ST STE 101        ,SALISBURY           ,NC,28147-1303,35.6506567,-80.5009311
PRINCETON KY 1797             ,1020 WEST MAIN STREET         ,PRINCETON           ,KY,42445-1220,37.11580116,-87.89455644
FENTON MO 1798                ,50 WESTERN PLAZA              ,FENTON              ,MO,63026-4168,38.51334311,-90.44269006
ST PAUL MN 1799               ,448 NORTH LEXINGTON PKWY      ,ST PAUL             ,MN,55104-4608,44.95467143,-93.1464
FOREST PARK OH 1800           ,2280 WAYCROSS ROAD            ,FOREST PARK         ,OH,45240-2743,39.27995934,-84.56348441
CHARLOTTE NC 1801             ,4700 NORTH TRYON STREET       ,CHARLOTTE           ,NC,28213-7030,35.2572013,-80.787513
ERLANGER KY 1802              ,4224 DIXIE HIGHWAY            ,ERLANGER            ,KY,41018-4032,39.01040052,-84.60960313
CHARLOTTE NC 1803             ,3121 N SHARON AMITY ROAD      ,CHARLOTTE           ,NC,28205-6538,35.2032511,-80.7608667
DAYTON OH 1804                ,1933 NEEDMORE ROAD            ,DAYTON              ,OH,45414-3807,39.820566,-84.2003666
WORTHINGTON MN 1805           ,1426 NORTH HUMISTON AVE       ,WORTHINGTON         ,MN,56187-1752,43.6455,-95.5935
ST PETERS MO 1806             ,4153 NORTH ST PETERS PKWY     ,ST PETERS           ,MO,63304-7376,38.7441,-90.6108
LONG PRAIRIE MN 1807          ,305 SOUTH LAKE STREET         ,LONG PRAIRIE        ,MN,56347-5596,45.97074267,-94.8654
MONROE NC 1808                ,528 MORGAN MILL ROAD          ,MONROE              ,NC,28110-3512,34.98685816,-80.53263163
MILLBROOK AL 1809             ,3394 HIGHWAY 14               ,MILLBROOK           ,AL,36054-1841,32.5169149,-86.3754553
FLORESVILLE TX 1810           ,678 10TH STREET               ,FLORESVILLE         ,TX,78114-3124,29.14892258,-98.16076305
MASON OH 1811                 ,1226 READING ROAD             ,MASON               ,OH,45040-9156,39.33816263,-84.34185872
BEREA SC 1812                 ,35 FARRS BRIDGE ROAD          ,BEREA               ,SC,29617-1944,34.88485239,-82.45845758
GLENPOOL OK 1813              ,36 WEST 141ST ST SOUTH        ,GLENPOOL            ,OK,74033-3571,35.9592,-96.0295
NORCROSS GA 1814              ,6015 JIMMY CARTER BLVD        ,NORCROSS            ,GA,30071-2943,33.9240263,-84.21514903
RAYMORE MO 1815               ,226 NORTH MADISON STREET      ,RAYMORE             ,MO,64083-9701,38.80741233,-94.45682796
AMELIA OH 1816                ,40 WEST MAIN STREET           ,AMELIA              ,OH,45102-1942,39.0364022,-84.2336444
FRANKLIN LA 1817              ,1904 WEST MAIN STREET         ,FRANKLIN            ,LA,70538-3116,29.80935827,-91.50991049
HARTSVILLE SC 1818            ,530 SOUTH FIFTH STREET        ,HARTSVILLE          ,SC,29550-5706,34.3662134,-80.06870893
PEA RIDGE AR 1819             ,300 NORTH CURTIS AVENUE       ,PEA RIDGE           ,AR,72751-3406,36.44479899,-94.11597513
WARREN AR 1820                ,509 WEST PINE STREET          ,WARREN              ,AR,71671-2501,33.6175,-92.0719
MOORHEAD MN 1821              ,2303 HIGHWAY 10 EAST          ,MOORHEAD            ,MN,56560-2517,46.8750586,-96.7435681
BEAUMONT TX 1822              ,1755 NORTH MAJOR DRIVE        ,BEAUMONT            ,TX,77713-8558,30.09634406,-94.1900154
GILLETTE WY 1823              ,421 EAST BOXELDER             ,GILLETTE            ,WY,82718-5402,44.2772,-105.5077409
HIBBING MN 1824               ,1214 EAST 25TH STREET         ,HIBBING             ,MN,55746-2105,47.4212,-92.9296
KATY TX 1825                  ,2110 KATY HOCKLEY CUT OFF     ,KATY                ,TX,77493-1500,29.8017,-95.809
AMARILLO TX 1826              ,5121 SOUTH COULTER ROAD       ,AMARILLO            ,TX,79119-6378,34.9118,-101.92
CONROE TX 1827                ,3300 EAST DAVIS               ,CONROE              ,TX,77301-7223,29.9959,-95.2535
DALLAS TX 1828                ,2116 EAST LEDBETTER DRIVE     ,DALLAS              ,TX,75216-7435,32.6849668,-96.821767
TERRE HAUTE IN 1829           ,3232 NORTH 14 1/2 STREET      ,TERRE HAUTE         ,IN,47804-1216,39.50582449,-87.3958
FORT WAYNE IN 1830            ,1920 NORTH COLISEUM BLVD      ,FORT WAYNE          ,IN,46805-4959,41.11413612,-85.11572248
LINDALE TX 1831               ,705 SOUTH MAIN STREET         ,LINDALE             ,TX,75771-6439,32.5102,-95.4086
JACKSON MO 1833               ,615 EAST JACKSON BLVD         ,JACKSON             ,MO,63755-2427,37.37553578,-89.6623945
INDIANAPOLIS IN 1834          ,6905 NORTH MICHIGAN ROAD      ,INDIANAPOLIS        ,IN,46268-2740,39.9502951,-86.239391
GARLAND TX 1835               ,951 WEST CENTERVILLE ROAD     ,GARLAND             ,TX,75041-5824,32.8573208,-96.6477907
SHREVEPORT LA 1836            ,6711 PINES ROAD               ,SHREVEPORT          ,LA,71129-2511,32.44810095,-93.86520048
MARION IN 1837                ,1120 NORTH BALDWIN AVENUE     ,MARION              ,IN,46952-2536,40.57097751,-85.6758
MONTGOMERY TX 1838            ,20869 EVA STREET              ,MONTGOMERY          ,TX,77356-1889,30.3892,-95.6929
TRENTON GA 1839               ,11865 SOUTH MAIN              ,TRENTON             ,GA,30752-2831,34.86641105,-85.51382597
MUNCIE IN 1840                ,457 EAST MCGALLIARD ROAD      ,MUNCIE              ,IN,47303-2014,40.219,-85.38250829
AUSTIN MN 1841                ,1303 18TH AVENUE NW           ,AUSTIN              ,MN,55912-1857,43.6846,-92.9904
MARTINSVILLE VA 1842          ,1205 MEMORIAL BLVD SOUTH      ,MARTINSVILLE        ,VA,24112-4806,36.67389031,-79.87782685
