"Store Nbr","Mod Footage","Store Name","Store Type","Building Address","Building City","Building State/Prov","Building Postal Code"
"810","12","MASON CITY IA","Supercenter","4151 4TH ST SW","MASON CITY","IA","50401"
"811","12","ARCADIA FL","Supercenter","2725 SE HIGHWAY 70","ARCADIA","FL","34266"
"814","12","OKEECHOBEE, FL","Supercenter","2101 S PARROTT AVE","OKEECHOBEE","FL","34974"
"816","12","BROOKHAVEN MS","Supercenter","960 BROOKWAY BLVD","BROOKHAVEN","MS","39601"
"817","12","KISSIMMEE FL","Supercenter","4444 W VINE ST","KISSIMMEE","FL","34746"
"818","12","PANAMA CITY BEACH","Supercenter","10270 FRONT BEACH RD","PANAMA CITY BEACH","FL","32407"
"819","12","CAPE CORAL FL/FT MYERS","Supercenter","1619 DEL PRADO BLVD S","CAPE CORAL","FL","33990"
"820","12","BOONVILLE MO","Supercenter","2150 MAIN ST","BOONVILLE","MO","65233"
"823","12","PONCA CITY OK","Supercenter","1101 E PROSPECT AVE","PONCA CITY","OK","74601"
"826","12","FARMINGTON NM","Supercenter","4600 E MAIN ST","FARMINGTON","NM","87402"
"828","12","INDIANAPOLIS (PLAINFIELD)","Supercenter","2373 E MAIN ST","PLAINFIELD","IN","46168"
"829","12","SANTA FE,NM","Wal-Mart","3251 CERRILLOS RD","SANTA FE","NM","87507"
"835","12","ALBUQUERQUE - JUAN TOBO","Supercenter","400 EUBANK BLVD NE","ALBUQUERQUE","NM","87123"
"839","12","BATON ROUGE LA","Supercenter","9350 CORTANA PL","BATON ROUGE","LA","70815"
"842","12","PUEBLO (N), CO","Supercenter","4200 DILLON DR","PUEBLO","CO","81008"
"844","12","MORRIS IL","Supercenter","333 E US ROUTE 6","MORRIS","IL","60450"
"847","12","DODGEVILLE WI","Supercenter","601 E LEFFLER ST","DODGEVILLE","WI","53533"
"849","12","HOUST/HUMBLE/ALBIDE","Supercenter","155 LOUETTA XING","SPRING","TX","77373"
"850","12","ALBUQUERQUE (C), NM","Supercenter","2701 CARLISLE BLVD NE","ALBUQUERQUE","NM","87110"
"852","12","OTTAWA IL","Supercenter","4041 VETERANS DR","OTTAWA","IL","61350"
"855","12","UNION CITY GA","Supercenter","4735 JONESBORO RD","UNION CITY","GA","30291"
"856","12","BREMEN GA","Supercenter","404 HWY 27 NO. BYPAS","BREMEN","GA","30110"
"857","12","SANFORD FL","Supercenter","3653 S ORLANDO DR","SANFORD","FL","32773"
"860","12","DELAND FL","Supercenter","1699 N WOODLAND BLVD","DELAND","FL","32720"
"861","12","LUBBOCK TX","Supercenter","4215 S LOOP 289","LUBBOCK","TX","79423"
"862","12","HINESVILLE GA","Supercenter","751 W OGLETHORPE HWY","HINESVILLE","GA","31313"
"863","12","ROANOKE AL","Supercenter","4180 US HWY 431","ROANOKE","AL","36274"
"865","12","NEW BRAUNFELS TX","Supercenter","1209 S INTERSTATE 35","NEW BRAUNFELS","TX","78130"
"866","12","MOBILE (S), AL","Supercenter","5245 RANGELINE SERVICE RD S","MOBILE","AL","36619"
"867","12","SCOTTSBLUFF NE","Supercenter","3322 AVENUE I","SCOTTSBLUFF","NE","69361"
"869","12","ALAMOSA CO","Supercenter","3333 CLARK ST","ALAMOSA","CO","81101"
"872","12","PEARLAND TX","Supercenter","1919 N MAIN ST","PEARLAND","TX","77581"
"876","12","MANY LA","Supercenter","25800 HIGHWAY 171","MANY","LA","71449"
"877","12","MONROE NC","Supercenter","2406 W ROOSEVELT BLVD","MONROE","NC","28110"
"878","12","CUMMING, GA","Supercenter","1500 MARKET PLACE BLVD","CUMMING","GA","30041"
"879","12","LAFAYETTE TN","Supercenter","419 HIGHWAY 52 BYP W","LAFAYETTE","TN","37083"
"880","12","IRVING TX","Supercenter","4100 W AIRPORT FWY","IRVING","TX","75062"
"881","12","LEXINGTON, SC","Supercenter","5556 SUNSET BLVD","LEXINGTON","SC","29072"
"882","12","PRARIE DU CHIEN WI","Supercenter","38020 US HIGHWAY 18","PRAIRIE DU CHIEN","WI","53821"
"884","12","SHELBYVILLE IN","Supercenter","2500 PROGRESS PKWY","SHELBYVILLE","IN","46176"
"885","12","SEWARD NE","Supercenter","1326 280TH","SEWARD","NE","68434"
"886","12","FT DODGE IA","Supercenter","3036 1ST AVE S","FORT DODGE","IA","50501"
"887","12","PETAL MS","Supercenter","36 BYRD BLVD","PETAL","MS","39465"
